date,new_cases
6/15/21,1814
6/16/21,16
6/17/21,3243
6/18/21,2203
6/19/21,1787
6/20/21,1385
6/21/21,1996
6/22/21,1847
6/23/21,2208
6/24/21,1575
6/25/21,2060
6/26/21,1532
6/27/21,1096
6/28/21,1531
6/29/21,1407
6/30/21,1501
7/1/21,1557
7/2/21,1940
7/3/21,1329
7/4/21,1263
7/5/21,1189
7/6/21,1527
7/7/21,1557
7/8/21,1092
7/9/21,1473
7/10/21,1191
7/11/21,801
7/12/21,1075
7/13/21,1236
7/14/21,754
7/15/21,1210
7/16/21,1198
7/17/21,1173
7/18/21,378
7/19/21,897
7/20/21,915
7/21/21,348
7/22/21,421
7/23/21,256
7/24/21,227
7/25/21,205
7/26/21,414
7/27/21,723
7/28/21,544
7/29/21,444
7/30/21,527
7/31/21,631
8/1/21,347
8/2/21,484
8/3/21,587
8/4/21,361
8/5/21,428
8/6/21,449
8/7/21,430
8/8/21,218
8/9/21,320
8/10/21,235
8/11/21,278
8/12/21,272
8/13/21,207
8/14/21,171
8/15/21,92
8/16/21,109
8/17/21,101
8/18/21,120
8/19/21,48
8/20/21,37
8/21/21,49
8/22/21,14
8/23/21,72
8/24/21,77
8/25/21,62
8/26/21,100
8/27/21,138
8/28/21,47
8/29/21,26
8/30/21,115
8/31/21,72
9/1/21,40
9/2/21,46
9/3/21,69
9/4/21,20
9/5/21,28
9/6/21,111
9/7/21,92
9/8/21,110
9/9/21,104
9/10/21,122
9/11/21,20
9/12/21,8
9/13/21,104
9/14/21,86
9/15/21,103
9/16/21,78
9/17/21,126
9/18/21,45
9/19/21,7
9/20/21,46
9/21/21,127
9/22/21,45
9/23/21,43
9/24/21,38
9/25/21,59
9/26/21,2
9/27/21,51
9/28/21,21
9/29/21,35
9/30/21,46
10/1/21,17
10/2/21,37
10/3/21,35
10/4/21,24
10/5/21,22
10/6/21,31
10/7/21,42
10/8/21,47
10/9/21,19
10/10/21,18
10/11/21,43
10/12/21,31
10/13/21,59
10/14/21,28
10/15/21,55
10/16/21,21
10/17/21,36
10/18/21,24
10/19/21,13
10/20/21,25
10/21/21,58
10/22/21,32
10/23/21,40
10/24/21,9
10/25/21,45
10/26/21,55
10/27/21,31
10/28/21,53
10/29/21,42
10/30/21,30
10/31/21,14
11/1/21,40
11/2/21,34
11/3/21,23
11/4/21,16
11/5/21,40
11/6/21,29
11/7/21,5
11/8/21,20
11/9/21,34
11/10/21,36
11/11/21,49
11/12/21,42
11/13/21,35
11/14/21,21
11/15/21,40
11/16/21,58
11/17/21,39
11/18/21,90
11/19/21,47
11/20/21,44
11/21/21,34
11/22/21,47
11/23/21,50
11/24/21,54
11/25/21,17
11/26/21,112
11/27/21,27
11/28/21,19
11/29/21,28
11/30/21,42
12/1/21,29
12/2/21,70
12/3/21,28
12/4/21,20
12/5/21,24
12/6/21,23
12/7/21,45
12/8/21,9
12/9/21,34
12/10/21,43
12/11/21,18
12/12/21,8
12/13/21,22
12/14/21,15
12/15/21,12
12/16/21,5
12/17/21,60
12/18/21,9
12/19/21,11
12/20/21,42
12/21/21,10
12/22/21,19
12/23/21,25
12/24/21,37
12/25/21,9
12/26/21,15
12/27/21,49
12/28/21,16
12/29/21,31
12/30/21,41
12/31/21,20
1/1/22,0
1/2/22,53
1/3/22,44
1/4/22,15
1/5/22,36
1/6/22,38
1/7/22,34
1/8/22,26
1/9/22,40
1/10/22,36
1/11/22,13
1/12/22,58
1/13/22,59
1/14/22,91
1/15/22,37
1/16/22,39
1/17/22,59
1/18/22,89
1/19/22,148
1/20/22,96
1/21/22,233
1/22/22,13
1/23/22,232
1/24/22,134
1/25/22,214
1/26/22,356
1/27/22,456
1/28/22,301
1/29/22,49
1/30/22,608
1/31/22,474
2/1/22,610
2/2/22,970
2/3/22,470
2/4/22,537
2/5/22,631
2/6/22,354
2/7/22,479
2/8/22,733
2/9/22,815
2/10/22,811
2/11/22,898
2/12/22,490
2/13/22,214
2/14/22,452
2/15/22,472
2/16/22,346
2/17/22,97
2/18/22,154
2/19/22,197
2/20/22,60
2/21/22,276
2/22/22,235
2/23/22,460
2/24/22,23
2/25/22,123
2/26/22,69
2/27/22,64
2/28/22,215
3/1/22,264
3/2/22,220
3/3/22,194
3/4/22,141
3/5/22,55
3/6/22,78
3/7/22,235
3/8/22,418
3/9/22,353
3/10/22,172
3/11/22,347
3/12/22,88
3/13/22,102
3/14/22,139
3/15/22,208
3/16/22,162
3/17/22,172
3/18/22,175
3/19/22,91
3/20/22,30
3/21/22,77
3/22/22,75
3/23/22,64
3/24/22,66
3/25/22,70
3/26/22,44
3/27/22,39
3/28/22,70
3/29/22,58
3/30/22,61
3/31/22,31
4/1/22,53
4/2/22,24
4/3/22,34
4/4/22,22
4/5/22,70
4/6/22,35
4/7/22,85
4/8/22,44
4/9/22,29
4/10/22,51
4/11/22,0
4/12/22,50
4/13/22,104
4/14/22,37
4/15/22,20
4/16/22,21
4/17/22,14
4/18/22,31
4/19/22,95
4/20/22,3
4/21/22,39
4/22/22,56
4/23/22,25
4/24/22,12
4/25/22,41
4/26/22,56
4/27/22,24
4/28/22,0
4/29/22,81
4/30/22,23
5/1/22,6
5/2/22,20
5/3/22,2
5/4/22,0
5/5/22,4
5/6/22,0
5/7/22,14
5/8/22,4
5/9/22,58
5/10/22,29
5/11/22,56
5/12/22,65
5/13/22,38
5/14/22,0
5/15/22,74
5/16/22,24
5/17/22,54
5/18/22,95
5/19/22,31
5/20/22,150
5/21/22,72
5/22/22,5
5/23/22,42
5/24/22,55
5/25/22,64
5/26/22,73
5/27/22,116
5/28/22,68
5/29/22,31
5/30/22,53
5/31/22,87
6/1/22,84
6/2/22,72
6/3/22,101
6/4/22,64
6/5/22,34
6/6/22,70
6/7/22,53
6/8/22,43
6/9/22,80
6/10/22,97
6/11/22,42
6/12/22,30
6/13/22,87
6/14/22,58
6/15/22,58
6/16/22,84
6/17/22,174
6/18/22,48
6/19/22,32
6/20/22,92
6/21/22,83
6/22/22,59
6/23/22,126
6/24/22,53
6/25/22,37
6/26/22,48
6/27/22,77
6/28/22,101
6/29/22,102
6/30/22,78
7/1/22,98
7/2/22,86
7/3/22,29
7/4/22,81
7/5/22,69
7/6/22,80
7/7/22,106
7/8/22,105
7/9/22,132
7/10/22,3
7/11/22,46
7/12/22,3
7/13/22,4
7/14/22,13
7/15/22,73
7/16/22,54
7/17/22,38
7/18/22,167
7/19/22,70
7/20/22,221
7/21/22,161
7/22/22,155
7/23/22,166
7/24/22,84
7/25/22,113
7/26/22,265
7/27/22,234
7/28/22,186
7/29/22,121
7/30/22,88
7/31/22,99
8/1/22,169
8/2/22,181
8/3/22,226
8/4/22,237
8/5/22,337
8/6/22,244
8/7/22,72
8/8/22,396
8/9/22,243
8/10/22,281
8/11/22,236
8/12/22,304
8/13/22,239
8/14/22,86
8/15/22,214
